timestamp,human_ts,ax,ay,az
1768938416.8241103,2026-01-20 12:46:56.824,-0.9943265009958133,0.6593832655169702,0.10576759666963305
1768938416.8450184,2026-01-20 12:46:56.845,-0.9991627961300273,0.5875984606973785,0.04087671140238469
1768938416.8664067,2026-01-20 12:46:56.866,-0.9996542305889284,0.508962689077283,-0.026285760499870695
1768938416.887468,2026-01-20 12:46:56.887,-0.9957277384847761,0.42715053114484525,-0.0919433168753112
1768938416.908146,2026-01-20 12:46:56.908,-0.9876337019457476,0.343270142210704,-0.15484027436438785
1768938416.9306347,2026-01-20 12:46:56.930,-0.9741041745486911,0.24885300918230682,-0.22024462455426722
1768938416.9515612,2026-01-20 12:46:56.951,-0.9571433955743184,0.158768049908873,-0.27720254264600064
1768938416.9722564,2026-01-20 12:46:56.972,-0.9363051297428093,0.06836814020407356,-0.32881871622078
1768938416.9950736,2026-01-20 12:46:56.995,-0.9087492510946727,-0.03192491557720735,-0.37925972387715173
1768938417.0158699,2026-01-20 12:46:57.015,-0.8795616206963576,-0.12308952360410176,-0.41848221569532745
1768938417.036371,2026-01-20 12:46:57.036,-0.8471160358671467,-0.21195027575101288,-0.4501642059583556
1768938417.057056,2026-01-20 12:46:57.057,-0.8108190294291934,-0.29986237588052395,-0.4745698923455986
1768938417.077583,2026-01-20 12:46:57.077,-0.771416203788165,-0.38465062703591285,-0.4908759831352595
1768938417.09811,2026-01-20 12:46:57.098,-0.7288296405963413,-0.46626411311705995,-0.4990260703582212
1768938417.118675,2026-01-20 12:46:57.118,-0.6830802606940537,-0.5443028514670148,-0.49888310185903045
1768938417.139832,2026-01-20 12:46:57.139,-0.6330618129708555,-0.6199001978531551,-0.49005393899238464
1768938417.1604872,2026-01-20 12:46:57.160,-0.5815332062369359,-0.6885311123306841,-0.4730904450016627
1768938417.181272,2026-01-20 12:46:57.181,-0.5272131370179767,-0.7518569419331297,-0.4479904430168571
1768938417.2022107,2026-01-20 12:46:57.202,-0.47021521273515593,-0.8093062475316445,-0.4149892754682949
1768938417.2229514,2026-01-20 12:46:57.222,-0.41174983314357655,-0.8594515070400421,-0.37522635441645713
1768938417.2434669,2026-01-20 12:46:57.243,-0.35220354737579385,-0.9020192023043514,-0.32963555106310594
