timestamp,human_ts,ax,ay,az
1768870421.7628403,2026-01-20 00:53:41.762,-0.9846261528524118,0.29869801410396785,-0.17198952672828832
1768870421.7841249,2026-01-20 00:53:41.784,-0.970750564931191,0.3866207535333828,-0.23306777117473196
1768870421.8048322,2026-01-20 00:53:41.804,-0.9530902225194913,0.46889222039249673,-0.28848740266108086
1768870421.825887,2026-01-20 00:53:41.825,-0.9309995443088857,0.5485580856579624,-0.3398337700541806
1768870421.8470073,2026-01-20 00:53:41.847,-0.9047478056387555,0.6237528194966482,-0.3853752097805159
1768870421.8705971,2026-01-20 00:53:41.870,-0.8707260601592233,0.7013499131454674,-0.4281955339285685
1768870421.891951,2026-01-20 00:53:41.891,-0.8358033477820456,0.7651053565313882,-0.4588802160938291
1768870421.913199,2026-01-20 00:53:41.913,-0.7973211962586557,0.8218528882749413,-0.48122737425078693
1768870421.9347117,2026-01-20 00:53:41.934,-0.7547386920477275,0.8720028129686214,-0.4951278566253684
1768870421.9560485,2026-01-20 00:53:41.956,-0.7091017317612579,0.9140356959982283,-0.49999201780838837
1768870421.9770517,2026-01-20 00:53:41.977,-0.6610669111561132,0.9475564937159553,-0.4960163223117764
1768870421.9984264,2026-01-20 00:53:41.998,-0.6092311622974553,0.9733723578514741,-0.4831158522650313
1768870422.019648,2026-01-20 00:53:42.019,-0.5550538393185219,0.9904988742795905,-0.46170178946933843
1768870422.041117,2026-01-20 00:53:42.041,-0.49772817281688503,0.999052817843047,-0.43169610750287385
1768870422.0622776,2026-01-20 00:53:42.062,-0.4390140093571472,0.998773176742052,-0.39444540220947916
1768870422.0832849,2026-01-20 00:53:42.083,-0.37880211151606213,0.9899436336765486,-0.3505729042838154
1768870422.1040752,2026-01-20 00:53:42.104,-0.317586460934993,0.9728892501509282,-0.3011447933113472
1768870422.1245265,2026-01-20 00:53:42.124,-0.25605038835188576,0.9481817253143507,-0.2475145482099925
1768870422.144948,2026-01-20 00:53:42.144,-0.1935481100467837,0.9158596797456904,-0.18988826728867295
1768870422.165611,2026-01-20 00:53:42.165,-0.12950008836027346,0.8756433529276249,-0.12840962126207905
1768870422.186569,2026-01-20 00:53:42.186,-0.0639797447179981,0.8274708730014594,-0.06384866284662474
