timestamp,human_ts,ax,ay,az
1770444623.1353016,2026-02-06 23:10:23.135,-0.13396825518777372,-0.3385211084470998,-1.0996540089093378
1770444623.158009,2026-02-06 23:10:23.158,-0.14157222347069856,-0.3338837324205478,-1.097963899743184
1770444623.1873353,2026-02-06 23:10:23.187,-0.15122099056732013,-0.3276688053396125,-1.084154526699635
1770444623.209772,2026-02-06 23:10:23.209,-0.15846627646852732,-0.3227438128056176,-1.0657989457714867
1770444623.2316453,2026-02-06 23:10:23.231,-0.1653983624026527,-0.31781079663407985,-1.0429225446455326
1770444623.2551892,2026-02-06 23:10:23.255,-0.17273812173013972,-0.3123370603121482,-1.014690532624017
1770444623.2767682,2026-02-06 23:10:23.276,-0.17932501889179173,-0.3071905941302029,-0.9876584336461014
1770444623.2982922,2026-02-06 23:10:23.298,-0.18576418128597608,-0.30193033626423066,-0.9615905337455979
1770444623.3200374,2026-02-06 23:10:23.320,-0.19213115404498063,-0.29649013552153763,-0.9380984639102664
1770444623.3415587,2026-02-06 23:10:23.341,-0.19829113966891815,-0.29098350678437707,-0.9193666036232887
1770444623.376767,2026-02-06 23:10:23.376,-0.20805420039584527,-0.2817175737491749,-0.9018076938882285
1770444623.39855,2026-02-06 23:10:23.398,-0.21389207850373165,-0.27582855802779854,-0.9003468881159057
1770444623.420082,2026-02-06 23:10:23.420,-0.2195040141681924,-0.269894400768573,-0.9061955170471412
1770444623.4422925,2026-02-06 23:10:23.442,-0.22512583232845484,-0.26365526531351324,-0.919373337931868
1770444623.4640625,2026-02-06 23:10:23.464,-0.23046555437336863,-0.25742821876114824,-0.9383538593794067
1770444623.4854097,2026-02-06 23:10:23.485,-0.2355340237469022,-0.25121697275438915,-0.9614282149472588
1770444623.5066774,2026-02-06 23:10:23.506,-0.24041510957302586,-0.2449277069944094,-0.9871626681386865
1770444623.528455,2026-02-06 23:10:23.528,-0.2452353275099962,-0.23838560998683034,-1.0144433268934157
1770444623.5502255,2026-02-06 23:10:23.550,-0.24987034690482948,-0.23174535997852752,-1.0406405070298779
1770444623.572059,2026-02-06 23:10:23.572,-0.2543309512726833,-0.22498793051160304,-1.0638757992340873
1770444623.5942147,2026-02-06 23:10:23.594,-0.2586616472067266,-0.21803344208030248,-1.0825618472428078
1770444623.6160114,2026-02-06 23:10:23.616,-0.26272657889852313,-0.2110988024621917,-1.0947461077160014
1770444623.6421463,2026-02-06 23:10:23.642,-0.2673405892410016,-0.20266652341860253,-1.0999995974965662
1770444623.6640973,2026-02-06 23:10:23.664,-0.2709931945805702,-0.19548924071666643,-1.0961419893826283
1770444623.6863065,2026-02-06 23:10:23.686,-0.27447888576512997,-0.18814247531076084,-1.084844241417486
1770444623.709185,2026-02-06 23:10:23.709,-0.27784568580979757,-0.18048904930555157,-1.066356640001684
1770444623.7317545,2026-02-06 23:10:23.731,-0.28094305148677445,-0.17285427621407168,-1.0427663426469802
1770444623.7588885,2026-02-06 23:10:23.758,-0.28436664045194116,-0.16357426064777061,-1.0100771786781744
1770444623.7815473,2026-02-06 23:10:23.781,-0.2869726306917103,-0.1557420313661617,-0.9817228153822349
1770444623.8028774,2026-02-06 23:10:23.802,-0.28921317336235597,-0.14830435003560202,-0.9563371881691696
1770444623.8259852,2026-02-06 23:10:23.825,-0.29140594385556123,-0.14017919040901147,-0.9324066255312479
1770444623.8480668,2026-02-06 23:10:23.848,-0.29327174591569877,-0.1323528360938821,-0.9148041837590941
1770444623.8693829,2026-02-06 23:10:23.869,-0.2948587032363697,-0.12474332474222441,-0.9039838623810232
1770444623.8911476,2026-02-06 23:10:23.891,-0.2962607072294344,-0.11692213893272159,-0.9000047318511588
